Usuário,Objetivo do treino,Tempo (min),Distância (km),Histórico de lesão,Pace (min/km),Peso (kg),Altura (cm),Atividades/semana,Nível,objetivo_encoded,lesao_encoded,nivel_encoded
317,Bem-estar,37,7.3,Não,5.05,78.8,185.0,3,Iniciante,0,0,1
318,Bem-estar,163,21.6,Não,7.54,69.3,157.0,4,Intermediário,0,0,2
319,Bem-estar,58,8.5,Não,6.82,56.3,189.0,4,Iniciante,0,0,1
320,Bem-estar,108,14.0,Não,7.71,69.3,162.0,6,Intermediário,0,0,2
321,Maratona,81,11.1,Não,7.33,76.5,187.0,5,Intermediário,2,0,2
322,Emagrecimento,160,26.4,Não,6.05,79.9,173.0,2,Avançado,1,0,0
323,Bem-estar,128,17.0,Não,7.54,96.8,199.0,5,Intermediário,0,0,2
324,Emagrecimento,100,15.8,Não,6.33,88.9,179.0,5,Intermediário,1,0,2
325,Emagrecimento,153,28.0,Não,5.47,57.6,182.0,7,Avançado,1,0,0
326,Bem-estar,96,12.2,Não,7.88,58.7,168.0,3,Intermediário,0,0,2
327,Maratona,109,18.1,Não,6.03,55.0,187.0,6,Avançado,2,0,0
328,Bem-estar,33,3.7,Não,8.95,86.9,175.0,2,Iniciante,0,0,1
329,Maratona,114,20.7,Não,5.5,85.3,151.0,7,Avançado,2,0,0
330,Emagrecimento,73,9.7,Sim,7.5,99.3,180.0,7,Intermediário,1,1,2
331,Maratona,151,20.5,Não,7.36,76.1,192.0,5,Avançado,2,0,0
332,Maratona,58,10.6,Sim,5.49,91.3,162.0,5,Intermediário,2,1,2
333,Maratona,91,13.6,Não,6.7,78.8,161.0,4,Intermediário,2,0,2
334,Emagrecimento,44,5.6,Não,7.88,93.7,180.0,3,Intermediário,1,0,2
335,Emagrecimento,96,15.8,Sim,6.09,86.1,191.0,5,Intermediário,1,1,2
336,Maratona,179,35.3,Não,5.07,82.1,162.0,2,Avançado,2,0,0
337,Maratona,139,18.3,Sim,7.58,78.3,197.0,1,Avançado,2,1,0
338,Bem-estar,72,12.8,Não,5.62,86.1,196.0,7,Intermediário,0,0,2
339,Maratona,175,22.1,Não,7.91,71.0,160.0,1,Avançado,2,0,0
340,Bem-estar,150,17.2,Não,8.7,54.8,163.0,3,Intermediário,0,0,2
341,Maratona,169,33.0,Não,5.12,52.0,185.0,1,Avançado,2,0,0
342,Bem-estar,115,17.2,Sim,6.69,74.0,198.0,4,Intermediário,0,1,2
343,Emagrecimento,91,13.5,Não,6.72,80.0,185.0,4,Intermediário,1,0,2
344,Maratona,81,10.6,Sim,7.66,53.9,172.0,2,Intermediário,2,1,2
345,Maratona,25,4.1,Não,6.17,64.3,158.0,6,Intermediário,2,0,2
346,Maratona,51,7.7,Sim,6.59,66.1,173.0,3,Intermediário,2,1,2
347,Maratona,118,25.9,Não,4.56,78.1,180.0,3,Avançado,2,0,0
348,Bem-estar,157,30.7,Não,5.11,63.9,167.0,7,Intermediário,0,0,2
349,Maratona,150,20.4,Não,7.35,54.8,176.0,1,Avançado,2,0,0
350,Emagrecimento,95,17.0,Não,5.58,58.2,157.0,5,Intermediário,1,0,2
351,Emagrecimento,78,14.9,Não,5.22,58.7,173.0,5,Intermediário,1,0,2
352,Maratona,50,8.2,Sim,6.12,92.1,155.0,6,Intermediário,2,1,2
353,Emagrecimento,112,21.1,Sim,5.32,64.2,152.0,7,Intermediário,1,1,2
354,Maratona,88,18.3,Não,4.8,85.7,193.0,5,Avançado,2,0,0
355,Maratona,71,12.0,Não,5.92,78.4,160.0,6,Intermediário,2,0,2
356,Emagrecimento,108,20.3,Não,5.32,98.9,179.0,7,Intermediário,1,0,2
357,Maratona,146,17.2,Sim,8.5,63.6,157.0,2,Avançado,2,1,0
358,Emagrecimento,50,10.4,Não,4.81,57.9,163.0,3,Intermediário,1,0,2
359,Bem-estar,103,12.5,Não,8.24,52.6,168.0,1,Intermediário,0,0,2
360,Maratona,146,22.8,Não,6.41,62.0,157.0,2,Avançado,2,0,0
361,Bem-estar,169,21.4,Não,7.88,84.2,152.0,4,Intermediário,0,0,2
362,Emagrecimento,151,31.7,Sim,4.76,54.3,194.0,4,Avançado,1,1,0
363,Bem-estar,32,3.5,Não,9.1,62.2,151.0,4,Iniciante,0,0,1
364,Bem-estar,64,7.7,Não,8.34,92.8,153.0,6,Intermediário,0,0,2
365,Emagrecimento,146,28.1,Não,5.2,79.1,190.0,6,Avançado,1,0,0
366,Bem-estar,133,23.8,Sim,5.59,53.5,164.0,7,Intermediário,0,1,2
367,Bem-estar,39,5.1,Não,7.72,52.4,186.0,3,Iniciante,0,0,1
368,Emagrecimento,100,11.0,Não,9.11,53.1,157.0,4,Intermediário,1,0,2
369,Bem-estar,148,22.0,Não,6.73,97.1,162.0,6,Intermediário,0,0,2
370,Emagrecimento,162,23.4,Não,6.93,92.5,179.0,7,Avançado,1,0,0
371,Bem-estar,36,6.3,Sim,5.69,92.2,199.0,6,Iniciante,0,1,1
372,Emagrecimento,171,26.6,Sim,6.42,96.2,154.0,5,Avançado,1,1,0
373,Emagrecimento,77,13.0,Não,5.93,75.3,170.0,6,Intermediário,1,0,2
374,Bem-estar,91,14.6,Sim,6.25,62.4,152.0,4,Intermediário,0,1,2
375,Bem-estar,128,27.8,Não,4.6,70.1,160.0,2,Intermediário,0,0,2
376,Bem-estar,42,8.9,Não,4.71,85.9,195.0,4,Iniciante,0,0,1
377,Maratona,91,11.5,Não,7.9,93.8,155.0,7,Intermediário,2,0,2
378,Maratona,27,3.4,Não,7.91,71.8,193.0,7,Intermediário,2,0,2
379,Maratona,78,12.7,Não,6.15,76.8,159.0,7,Intermediário,2,0,2
380,Emagrecimento,130,14.6,Não,8.93,96.6,193.0,5,Intermediário,1,0,2
381,Bem-estar,32,5.5,Sim,5.83,55.4,177.0,4,Iniciante,0,1,1
382,Emagrecimento,175,27.0,Não,6.48,93.1,194.0,1,Avançado,1,0,0
383,Maratona,35,4.3,Não,8.16,58.0,158.0,5,Intermediário,2,0,2
384,Bem-estar,138,16.8,Não,8.22,74.2,188.0,3,Intermediário,0,0,2
385,Emagrecimento,21,2.4,Não,8.81,60.9,184.0,4,Iniciante,1,0,1
386,Bem-estar,164,35.3,Sim,4.65,80.1,177.0,6,Intermediário,0,1,2
387,Emagrecimento,49,9.0,Não,5.42,77.9,191.0,2,Intermediário,1,0,2
388,Bem-estar,122,15.8,Não,7.7,69.0,182.0,4,Intermediário,0,0,2
389,Maratona,32,5.2,Não,6.19,93.2,194.0,2,Intermediário,2,0,2
390,Maratona,115,24.4,Não,4.72,83.0,169.0,7,Avançado,2,0,0
391,Bem-estar,113,15.2,Não,7.43,86.1,179.0,7,Intermediário,0,0,2
392,Emagrecimento,101,15.6,Não,6.47,57.5,194.0,1,Intermediário,1,0,2
393,Maratona,32,5.1,Não,6.32,94.2,161.0,3,Intermediário,2,0,2
394,Maratona,113,19.4,Não,5.82,58.4,174.0,6,Avançado,2,0,0
395,Maratona,168,37.1,Não,4.53,61.1,198.0,5,Avançado,2,0,0
396,Bem-estar,131,24.2,Sim,5.41,56.4,174.0,5,Intermediário,0,1,2
397,Bem-estar,74,10.8,Não,6.87,72.0,163.0,3,Intermediário,0,0,2
398,Emagrecimento,100,17.0,Não,5.88,94.4,168.0,1,Intermediário,1,0,2
399,Emagrecimento,135,15.2,Não,8.87,62.6,194.0,1,Avançado,1,0,0
400,Emagrecimento,162,31.1,Não,5.21,68.7,198.0,7,Avançado,1,0,0
401,Bem-estar,127,14.3,Não,8.88,92.3,198.0,4,Intermediário,0,0,2
402,Bem-estar,72,11.0,Sim,6.52,80.9,185.0,1,Intermediário,0,1,2
403,Emagrecimento,147,25.0,Não,5.88,87.6,175.0,4,Avançado,1,0,0
404,Emagrecimento,177,29.4,Não,6.02,60.7,159.0,2,Avançado,1,0,0
405,Bem-estar,180,29.3,Não,6.15,85.8,156.0,3,Intermediário,0,0,2
406,Emagrecimento,76,10.8,Não,7.03,61.4,153.0,2,Intermediário,1,0,2
407,Maratona,71,11.3,Sim,6.27,99.4,151.0,2,Intermediário,2,1,2
408,Bem-estar,156,20.2,Não,7.74,78.0,194.0,2,Intermediário,0,0,2
409,Emagrecimento,130,19.6,Não,6.63,84.8,190.0,2,Avançado,1,0,0
410,Bem-estar,20,2.5,Sim,7.86,55.9,178.0,5,Iniciante,0,1,1
411,Maratona,63,8.4,Não,7.52,62.5,200.0,1,Intermediário,2,0,2
412,Bem-estar,94,16.4,Não,5.72,57.0,198.0,3,Intermediário,0,0,2
413,Bem-estar,117,13.7,Não,8.56,69.5,183.0,3,Intermediário,0,0,2
414,Bem-estar,28,3.3,Não,8.49,64.2,173.0,6,Iniciante,0,0,1
415,Bem-estar,51,5.4,Não,9.44,86.6,158.0,2,Iniciante,0,0,1
416,Maratona,34,6.3,Sim,5.38,55.4,176.0,3,Intermediário,2,1,2
417,Bem-estar,159,18.2,Sim,8.74,87.6,158.0,7,Intermediário,0,1,2
418,Bem-estar,155,17.5,Não,8.86,52.3,170.0,4,Intermediário,0,0,2
419,Emagrecimento,91,11.8,Não,7.71,60.1,197.0,3,Intermediário,1,0,2
420,Bem-estar,174,24.8,Não,7.03,89.6,167.0,7,Intermediário,0,0,2
421,Emagrecimento,31,3.3,Não,9.29,87.1,158.0,2,Iniciante,1,0,1
422,Maratona,84,9.0,Sim,9.36,73.8,179.0,3,Intermediário,2,1,2
423,Maratona,126,16.3,Não,7.71,52.5,180.0,1,Avançado,2,0,0
424,Maratona,61,9.7,Sim,6.3,80.5,160.0,2,Intermediário,2,1,2
425,Maratona,134,15.6,Sim,8.59,70.3,160.0,5,Avançado,2,1,0
426,Emagrecimento,158,31.9,Não,4.95,65.8,199.0,7,Avançado,1,0,0
427,Bem-estar,122,20.5,Não,5.95,82.0,162.0,1,Intermediário,0,0,2
428,Maratona,114,12.1,Não,9.43,71.8,192.0,3,Intermediário,2,0,2
429,Bem-estar,36,4.2,Não,8.57,54.6,174.0,5,Iniciante,0,0,1
430,Emagrecimento,179,19.5,Sim,9.2,95.8,172.0,6,Avançado,1,1,0
431,Emagrecimento,104,13.9,Sim,7.47,88.9,165.0,1,Intermediário,1,1,2
432,Emagrecimento,170,26.0,Não,6.54,52.8,189.0,6,Avançado,1,0,0
433,Maratona,75,8.0,Sim,9.4,76.3,194.0,4,Intermediário,2,1,2
434,Bem-estar,153,25.3,Não,6.05,54.2,163.0,1,Intermediário,0,0,2
435,Bem-estar,105,12.7,Sim,8.29,91.9,155.0,5,Intermediário,0,1,2
436,Bem-estar,121,16.6,Não,7.29,80.7,157.0,6,Intermediário,0,0,2
437,Emagrecimento,73,12.9,Sim,5.64,58.6,190.0,4,Intermediário,1,1,2
438,Maratona,134,29.2,Sim,4.59,51.0,172.0,6,Avançado,2,1,0
439,Emagrecimento,158,24.6,Não,6.42,51.6,157.0,3,Avançado,1,0,0
440,Emagrecimento,107,14.8,Não,7.24,75.4,167.0,2,Intermediário,1,0,2
441,Bem-estar,68,12.5,Sim,5.42,86.7,176.0,6,Intermediário,0,1,2
442,Emagrecimento,168,25.6,Não,6.57,56.0,193.0,3,Avançado,1,0,0
443,Bem-estar,134,17.7,Não,7.58,61.1,182.0,2,Intermediário,0,0,2
444,Maratona,82,10.2,Não,8.07,66.4,159.0,2,Intermediário,2,0,2
445,Bem-estar,123,25.8,Não,4.76,60.9,158.0,5,Intermediário,0,0,2
446,Maratona,102,13.0,Sim,7.82,69.6,171.0,7,Intermediário,2,1,2
447,Bem-estar,122,25.5,Não,4.78,78.0,154.0,4,Intermediário,0,0,2
448,Emagrecimento,175,37.7,Não,4.64,84.2,188.0,7,Avançado,1,0,0
449,Emagrecimento,36,6.8,Não,5.26,98.2,170.0,4,Intermediário,1,0,2
450,Maratona,25,3.2,Não,7.77,96.5,167.0,1,Intermediário,2,0,2
451,Maratona,166,34.9,Não,4.76,78.5,175.0,3,Avançado,2,0,0
452,Maratona,47,10.2,Não,4.6,86.7,185.0,5,Intermediário,2,0,2
453,Bem-estar,57,11.2,Não,5.09,97.5,178.0,6,Iniciante,0,0,1
454,Bem-estar,138,14.9,Não,9.25,54.2,190.0,3,Intermediário,0,0,2
455,Maratona,56,6.2,Sim,9.04,50.3,181.0,6,Intermediário,2,1,2
456,Emagrecimento,134,27.2,Não,4.93,51.5,189.0,7,Avançado,1,0,0
457,Bem-estar,87,14.5,Sim,6.02,78.2,185.0,6,Intermediário,0,1,2
458,Bem-estar,62,6.7,Não,9.24,88.1,160.0,7,Intermediário,0,0,2
459,Bem-estar,77,15.4,Não,4.99,68.4,153.0,7,Intermediário,0,0,2
460,Maratona,32,6.4,Não,4.97,77.3,195.0,6,Intermediário,2,0,2
461,Maratona,71,14.4,Não,4.93,75.8,197.0,1,Intermediário,2,0,2
462,Maratona,77,8.2,Sim,9.38,54.7,186.0,7,Intermediário,2,1,2
463,Maratona,51,6.2,Sim,8.22,66.1,186.0,1,Intermediário,2,1,2
464,Maratona,124,22.3,Não,5.57,51.0,164.0,5,Avançado,2,0,0
465,Emagrecimento,102,21.6,Sim,4.73,55.5,177.0,1,Intermediário,1,1,2
466,Emagrecimento,118,12.6,Não,9.33,90.6,200.0,5,Intermediário,1,0,2
467,Maratona,123,18.6,Não,6.63,91.5,193.0,1,Avançado,2,0,0
468,Bem-estar,47,6.3,Não,7.49,90.1,165.0,4,Iniciante,0,0,1
469,Maratona,148,25.1,Não,5.9,86.3,165.0,5,Avançado,2,0,0
470,Emagrecimento,67,8.1,Não,8.29,89.7,174.0,4,Intermediário,1,0,2
471,Emagrecimento,59,10.8,Não,5.48,83.5,170.0,7,Intermediário,1,0,2
472,Bem-estar,116,13.8,Não,8.43,83.5,169.0,4,Intermediário,0,0,2
473,Emagrecimento,133,23.5,Não,5.65,83.4,181.0,5,Avançado,1,0,0
474,Maratona,151,30.3,Não,4.99,75.7,151.0,3,Avançado,2,0,0
475,Bem-estar,174,25.3,Sim,6.89,68.2,188.0,7,Intermediário,0,1,2
476,Maratona,156,18.2,Sim,8.57,86.5,187.0,7,Avançado,2,1,0
477,Maratona,130,20.2,Não,6.42,64.9,192.0,2,Avançado,2,0,0
478,Bem-estar,163,35.1,Não,4.64,77.1,192.0,1,Intermediário,0,0,2
479,Maratona,95,13.1,Não,7.27,71.7,178.0,6,Intermediário,2,0,2
480,Emagrecimento,50,6.3,Não,7.9,63.8,189.0,1,Intermediário,1,0,2
481,Maratona,138,16.8,Não,8.2,98.7,175.0,6,Avançado,2,0,0
482,Bem-estar,161,24.7,Não,6.51,62.9,198.0,3,Intermediário,0,0,2
483,Bem-estar,44,8.8,Não,4.99,65.5,160.0,2,Iniciante,0,0,1
484,Bem-estar,53,7.1,Não,7.42,58.1,196.0,3,Iniciante,0,0,1
485,Maratona,86,14.0,Não,6.15,91.1,163.0,2,Intermediário,2,0,2
486,Bem-estar,171,18.5,Não,9.23,79.3,155.0,5,Intermediário,0,0,2
487,Bem-estar,137,19.5,Não,7.01,80.7,172.0,5,Intermediário,0,0,2
488,Maratona,92,13.4,Não,6.86,91.0,181.0,6,Intermediário,2,0,2
489,Emagrecimento,45,7.4,Não,6.05,67.1,162.0,4,Intermediário,1,0,2
490,Maratona,167,27.0,Não,6.19,59.7,178.0,4,Avançado,2,0,0
491,Bem-estar,123,17.4,Não,7.06,59.9,190.0,6,Intermediário,0,0,2
492,Bem-estar,29,4.8,Não,6.03,86.6,163.0,5,Iniciante,0,0,1
493,Maratona,86,9.6,Não,8.96,80.7,179.0,6,Intermediário,2,0,2
494,Emagrecimento,171,25.5,Não,6.7,60.3,167.0,4,Avançado,1,0,0
495,Bem-estar,24,4.0,Não,5.96,57.3,176.0,6,Iniciante,0,0,1
496,Bem-estar,46,8.7,Não,5.28,56.0,183.0,5,Iniciante,0,0,1
497,Bem-estar,132,16.8,Não,7.86,81.4,168.0,3,Intermediário,0,0,2
498,Maratona,34,7.3,Não,4.63,50.0,200.0,1,Intermediário,2,0,2
499,Bem-estar,124,18.4,Não,6.75,50.9,178.0,5,Intermediário,0,0,2
500,Emagrecimento,63,8.7,Não,7.25,69.5,191.0,6,Intermediário,1,0,2
501,Bem-estar,45,7.3,Não,6.2,84.6,186.0,5,Iniciante,0,0,1
502,Bem-estar,114,13.8,Não,8.25,84.8,193.0,5,Intermediário,0,0,2
503,Emagrecimento,103,13.1,Não,7.88,71.5,159.0,4,Intermediário,1,0,2
504,Bem-estar,159,17.0,Não,9.36,84.6,161.0,6,Intermediário,0,0,2
505,Maratona,151,21.4,Não,7.04,76.1,174.0,4,Avançado,2,0,0
506,Maratona,106,14.7,Não,7.19,98.8,193.0,6,Intermediário,2,0,2
507,Maratona,131,22.9,Não,5.73,58.1,160.0,4,Avançado,2,0,0
508,Emagrecimento,148,23.0,Não,6.43,80.0,199.0,4,Avançado,1,0,0
509,Bem-estar,108,23.3,Não,4.63,74.6,156.0,3,Intermediário,0,0,2
510,Maratona,85,10.7,Não,7.95,59.7,159.0,5,Intermediário,2,0,2
511,Emagrecimento,177,29.2,Sim,6.06,87.5,158.0,3,Avançado,1,1,0
512,Bem-estar,150,20.8,Não,7.2,63.8,179.0,4,Intermediário,0,0,2
513,Emagrecimento,141,24.4,Não,5.77,69.1,196.0,3,Avançado,1,0,0
514,Maratona,168,22.1,Sim,7.61,68.7,163.0,7,Avançado,2,1,0
515,Maratona,103,15.3,Não,6.74,62.2,178.0,7,Avançado,2,0,0
516,Maratona,135,19.5,Não,6.91,71.5,159.0,5,Avançado,2,0,0
517,Emagrecimento,135,14.7,Não,9.21,73.7,182.0,5,Intermediário,1,0,2
518,Emagrecimento,57,7.1,Não,8.03,87.2,156.0,4,Intermediário,1,0,2
519,Maratona,162,27.9,Não,5.81,88.3,175.0,5,Avançado,2,0,0
520,Emagrecimento,129,18.4,Não,7.02,57.9,183.0,3,Avançado,1,0,0
521,Maratona,65,9.5,Não,6.83,79.6,179.0,2,Intermediário,2,0,2
522,Maratona,44,5.2,Não,8.48,94.8,157.0,5,Intermediário,2,0,2
523,Bem-estar,40,4.6,Não,8.67,55.4,158.0,3,Iniciante,0,0,1
524,Emagrecimento,140,23.6,Não,5.92,73.6,184.0,7,Avançado,1,0,0
525,Maratona,141,16.4,Não,8.61,87.5,190.0,7,Avançado,2,0,0
526,Maratona,152,28.1,Não,5.4,80.6,195.0,3,Avançado,2,0,0
527,Emagrecimento,89,10.7,Não,8.31,55.0,191.0,7,Intermediário,1,0,2
528,Bem-estar,132,23.0,Não,5.74,69.8,199.0,3,Intermediário,0,0,2
529,Bem-estar,126,21.0,Não,5.99,75.4,170.0,5,Intermediário,0,0,2
530,Maratona,131,15.0,Não,8.76,99.8,167.0,2,Avançado,2,0,0
531,Emagrecimento,127,19.2,Não,6.6,58.9,151.0,4,Avançado,1,0,0
532,Bem-estar,66,7.0,Não,9.45,99.1,172.0,4,Intermediário,0,0,2
533,Emagrecimento,110,20.9,Não,5.26,68.8,183.0,5,Intermediário,1,0,2
534,Emagrecimento,37,5.4,Sim,6.82,60.0,191.0,5,Intermediário,1,1,2
535,Maratona,168,20.6,Não,8.16,70.7,163.0,7,Avançado,2,0,0
536,Bem-estar,123,27.2,Não,4.53,80.7,176.0,1,Intermediário,0,0,2
537,Maratona,170,32.3,Não,5.26,60.7,183.0,6,Avançado,2,0,0
538,Bem-estar,59,12.8,Não,4.6,64.6,178.0,2,Iniciante,0,0,1
539,Bem-estar,157,16.6,Não,9.46,92.7,164.0,3,Intermediário,0,0,2
540,Bem-estar,108,13.0,Não,8.3,100.0,190.0,6,Intermediário,0,0,2
541,Bem-estar,80,12.6,Não,6.37,65.9,159.0,3,Intermediário,0,0,2
542,Bem-estar,24,4.5,Sim,5.28,57.4,195.0,6,Iniciante,0,1,1
543,Emagrecimento,141,28.5,Não,4.95,89.7,198.0,4,Avançado,1,0,0
544,Maratona,74,10.3,Não,7.16,80.0,168.0,6,Intermediário,2,0,2
545,Emagrecimento,56,6.0,Não,9.38,55.0,169.0,5,Intermediário,1,0,2
546,Bem-estar,75,9.5,Sim,7.87,97.3,187.0,2,Intermediário,0,1,2
547,Maratona,121,19.1,Não,6.33,53.9,173.0,4,Avançado,2,0,0
548,Bem-estar,112,16.0,Sim,7.0,81.3,151.0,7,Intermediário,0,1,2
549,Maratona,92,9.7,Não,9.49,71.2,196.0,6,Intermediário,2,0,2
550,Emagrecimento,78,11.0,Não,7.09,77.8,172.0,2,Intermediário,1,0,2
551,Maratona,21,2.3,Não,9.32,60.7,160.0,5,Intermediário,2,0,2
552,Maratona,123,26.9,Não,4.58,84.4,178.0,7,Avançado,2,0,0
553,Maratona,70,8.6,Não,8.1,98.0,161.0,3,Intermediário,2,0,2
554,Maratona,49,6.4,Não,7.64,72.9,160.0,7,Intermediário,2,0,2
555,Maratona,30,3.8,Não,7.93,76.1,177.0,1,Intermediário,2,0,2
556,Bem-estar,127,17.3,Não,7.35,62.0,170.0,2,Intermediário,0,0,2
557,Maratona,95,20.1,Não,4.72,94.6,179.0,3,Avançado,2,0,0
558,Maratona,109,20.8,Sim,5.25,98.6,200.0,2,Avançado,2,1,0
559,Emagrecimento,142,15.6,Não,9.11,89.3,193.0,2,Avançado,1,0,0
560,Maratona,144,25.4,Não,5.66,77.1,150.0,2,Avançado,2,0,0
561,Emagrecimento,141,14.9,Não,9.46,97.8,153.0,5,Intermediário,1,0,2
562,Bem-estar,113,14.3,Não,7.9,57.7,181.0,4,Intermediário,0,0,2
563,Maratona,122,18.2,Sim,6.72,73.9,181.0,2,Avançado,2,1,0
564,Emagrecimento,50,5.5,Não,9.1,76.9,194.0,5,Intermediário,1,0,2
565,Emagrecimento,71,8.4,Sim,8.47,74.6,181.0,1,Intermediário,1,1,2
566,Bem-estar,108,16.3,Não,6.64,90.1,161.0,4,Intermediário,0,0,2
567,Maratona,95,19.6,Não,4.84,83.5,173.0,5,Avançado,2,0,0
568,Maratona,148,16.7,Não,8.84,56.3,190.0,7,Avançado,2,0,0
569,Emagrecimento,41,4.9,Não,8.33,67.3,196.0,1,Iniciante,1,0,1
570,Maratona,59,7.0,Sim,8.45,67.0,162.0,7,Intermediário,2,1,2
571,Emagrecimento,120,14.6,Não,8.22,78.3,177.0,4,Intermediário,1,0,2
572,Maratona,130,22.1,Não,5.88,64.6,158.0,5,Avançado,2,0,0
573,Emagrecimento,148,16.8,Não,8.79,55.9,175.0,1,Avançado,1,0,0
574,Maratona,84,18.6,Não,4.51,82.7,155.0,5,Avançado,2,0,0
575,Bem-estar,168,29.5,Não,5.69,92.6,197.0,1,Intermediário,0,0,2
576,Maratona,98,20.7,Não,4.73,96.6,182.0,2,Avançado,2,0,0
577,Maratona,41,8.1,Sim,5.05,98.6,193.0,2,Intermediário,2,1,2
578,Bem-estar,118,16.5,Não,7.16,89.1,200.0,4,Intermediário,0,0,2
579,Maratona,27,5.8,Não,4.69,57.0,159.0,1,Intermediário,2,0,2
580,Bem-estar,36,6.7,Não,5.41,92.7,185.0,2,Iniciante,0,0,1
581,Maratona,36,6.4,Sim,5.66,70.0,194.0,4,Intermediário,2,1,2
582,Emagrecimento,109,14.0,Não,7.78,86.5,179.0,3,Intermediário,1,0,2
583,Emagrecimento,160,23.4,Não,6.84,76.6,182.0,2,Avançado,1,0,0
584,Maratona,164,24.2,Não,6.79,91.4,170.0,2,Avançado,2,0,0
585,Maratona,100,12.0,Não,8.34,71.3,184.0,6,Intermediário,2,0,2
586,Maratona,97,14.3,Não,6.78,53.1,170.0,5,Intermediário,2,0,2
587,Emagrecimento,25,4.0,Não,6.24,77.8,174.0,3,Iniciante,1,0,1
588,Maratona,129,13.9,Não,9.31,58.6,155.0,1,Avançado,2,0,0
589,Emagrecimento,33,7.3,Não,4.54,98.3,150.0,4,Intermediário,1,0,2
590,Bem-estar,91,15.1,Não,6.03,76.3,153.0,3,Intermediário,0,0,2
591,Emagrecimento,162,21.5,Sim,7.55,77.7,160.0,1,Avançado,1,1,0
592,Emagrecimento,73,8.7,Não,8.41,95.4,173.0,2,Intermediário,1,0,2
593,Bem-estar,46,5.4,Não,8.58,81.2,151.0,7,Iniciante,0,0,1
594,Emagrecimento,32,6.8,Não,4.73,65.1,158.0,6,Intermediário,1,0,2
595,Maratona,178,22.1,Não,8.05,64.8,189.0,7,Avançado,2,0,0
596,Maratona,79,9.8,Não,8.1,75.1,188.0,4,Intermediário,2,0,2
597,Emagrecimento,25,4.5,Sim,5.57,93.3,189.0,4,Iniciante,1,1,1
598,Maratona,77,15.2,Não,5.06,89.7,196.0,3,Avançado,2,0,0
599,Emagrecimento,68,8.2,Não,8.25,98.1,156.0,5,Intermediário,1,0,2
600,Maratona,170,29.6,Não,5.75,53.6,158.0,1,Avançado,2,0,0
601,Maratona,45,10.0,Não,4.51,63.4,167.0,6,Intermediário,2,0,2
602,Emagrecimento,66,11.7,Não,5.62,54.0,196.0,6,Intermediário,1,0,2
603,Maratona,24,5.2,Não,4.66,87.6,189.0,7,Intermediário,2,0,2
604,Emagrecimento,39,6.8,Não,5.75,57.0,166.0,3,Intermediário,1,0,2
605,Maratona,153,24.8,Não,6.18,55.0,154.0,5,Avançado,2,0,0
606,Maratona,78,13.3,Não,5.86,78.1,181.0,5,Intermediário,2,0,2
607,Bem-estar,165,18.1,Não,9.1,70.6,163.0,5,Intermediário,0,0,2
608,Bem-estar,151,26.7,Sim,5.66,85.8,177.0,4,Intermediário,0,1,2
609,Emagrecimento,36,5.3,Não,6.84,74.4,197.0,1,Intermediário,1,0,2
610,Bem-estar,33,3.6,Não,9.29,71.3,179.0,1,Iniciante,0,0,1
611,Emagrecimento,32,3.6,Não,8.9,71.3,196.0,7,Iniciante,1,0,1
612,Bem-estar,154,25.5,Não,6.05,93.6,170.0,3,Intermediário,0,0,2
613,Maratona,147,24.0,Não,6.13,69.8,182.0,2,Avançado,2,0,0
614,Emagrecimento,63,8.4,Não,7.47,66.7,195.0,3,Intermediário,1,0,2
615,Emagrecimento,138,15.2,Não,9.09,66.9,179.0,1,Avançado,1,0,0
616,Maratona,162,35.6,Não,4.55,59.8,181.0,7,Avançado,2,0,0
617,Emagrecimento,38,5.9,Não,6.47,93.0,186.0,4,Intermediário,1,0,2
618,Emagrecimento,82,9.4,Não,8.75,57.3,194.0,3,Intermediário,1,0,2
619,Bem-estar,100,15.3,Não,6.55,95.4,154.0,7,Intermediário,0,0,2
620,Emagrecimento,166,20.5,Sim,8.1,64.2,167.0,2,Avançado,1,1,0
621,Maratona,167,21.0,Não,7.96,95.0,170.0,6,Avançado,2,0,0
622,Bem-estar,119,21.5,Não,5.53,89.5,195.0,3,Intermediário,0,0,2
623,Bem-estar,179,26.5,Não,6.75,79.1,198.0,7,Intermediário,0,0,2
624,Maratona,141,19.2,Sim,7.33,83.5,156.0,5,Avançado,2,1,0
625,Maratona,63,7.8,Não,8.08,66.3,156.0,2,Intermediário,2,0,2
626,Bem-estar,123,14.3,Não,8.61,78.7,197.0,5,Intermediário,0,0,2
627,Emagrecimento,171,20.6,Não,8.3,64.6,165.0,4,Avançado,1,0,0
628,Bem-estar,80,17.2,Não,4.64,70.1,162.0,1,Intermediário,0,0,2
629,Maratona,144,18.3,Não,7.85,88.2,152.0,3,Avançado,2,0,0
630,Bem-estar,164,23.5,Não,6.99,62.2,164.0,7,Intermediário,0,0,2
631,Maratona,90,12.2,Não,7.37,91.9,185.0,3,Intermediário,2,0,2
632,Bem-estar,126,19.8,Não,6.36,68.8,171.0,5,Intermediário,0,0,2
633,Emagrecimento,69,8.6,Não,8.07,76.6,176.0,5,Intermediário,1,0,2
634,Bem-estar,84,10.7,Não,7.87,97.1,196.0,1,Intermediário,0,0,2
635,Bem-estar,118,15.9,Sim,7.4,84.1,156.0,7,Intermediário,0,1,2
636,Maratona,51,5.8,Não,8.81,82.3,154.0,3,Intermediário,2,0,2
